review,sentiment,processed_review,sentiment_score,predicted_sentiment
"It tries to be the epic adventure of the century. And with a cast like Shô Kasugi, Christopher Lee and John-Rhys Davies it really is the perfect B-adventure of all time. It's actually is a pretty fun, swashbuckling adventure that, even with it's flaws, captures your interest. It must have felt as the biggest movie ever for the people who made it. Even if it's made in the 90s, it doesn't have a modern feel. It more has the same feeling that a old Errol Flynn movie had. Big adventure movie are again the big thing in Hollywood but I'm afraid that the feeling in them will never be the same as these old movies had. This on the other hand, just has the real feeling. You just can't hate it. I think it's an okay adventure movie. And I really love the soundtrack. Damn, I want the theme song.",positive,"it tri to be the epic adventur of the centuri . and with a cast like shô kasugi , christoph lee and john-rhi davi it realli is the perfect b-adventur of all time . it 's actual is a pretti fun , swashbuckl adventur that , even with it 's flaw , captur your interest . it must have felt as the biggest movi ever for the peopl who made it . even if it 's made in the 90 , it doe n't have a modern feel . it more ha the same feel that a old errol flynn movi had . big adventur movi are again the big thing in hollywood but i 'm afraid that the feel in them will never be the same as these old movi had . thi on the other hand , just ha the real feel . you just ca n't hate it . i think it 's an okay adventur movi . and i realli love the soundtrack . damn , i want the theme song .",0.9776,positive
"The Last Hard Men finds James Coburn an outlaw doing a long sentence breaking free from a chain gang. Do he and his friends head for the Mexican border from jail and safety. No they don't because Coburn has a mission of revenge. To kill the peace officer who brought him in and in the process killed his woman.<br /><br />That peace officer is Charlton Heston who is now retired and he knows what Coburn is after. As he explains it to his daughter, Barbara Hershey, Coburn was holed up in a shack and was involved in a Waco like standoff. His Indian woman was killed in the hail of bullets fired. It's not something he's proud of, she was a collateral casualty in a manhunt.<br /><br />Lest we feel sorry for Coburn he lets us know full well what an evil man he truly is. Heston is his usual stalwart hero, but the acting honors in The Last Hard Men go to James Coburn. He blows everyone else off the screen when he's on. <br /><br />Coburn gets the bright idea of making sure Heston trails him by kidnapping Hershey and taking her to an Indian reservation where the white authorities can't touch him. He knows that Heston has to make it personal then.<br /><br />Coburn's gang includes, Morgan Paull, Thalmus Rasulala, John Quade, Larry Wilcox, and Jorge Rivero. Heston has Chris Mitchum along who is his son-in-law to be.<br /><br />The Last Hard Men is one nasty and brutal western. Andrew McLaglen directed it and I'm thinking it may have been a project originally intended for Sam Peckinpaugh. It sure shows a lot of his influence with the liberal use of slow motion to accentuate the violence. Of which there is a lot. <br /><br />For a little Peckinpaugh lite, The Last Hard Men is your film.",positive,"the last hard men find jame coburn an outlaw do a long sentenc break free from a chain gang . do he and hi friend head for the mexican border from jail and safeti . no they do n't becaus coburn ha a mission of reveng . to kill the peac offic who brought him in and in the process kill hi woman. < br / > < br / > that peac offic is charlton heston who is now retir and he know what coburn is after . as he explain it to hi daughter , barbara hershey , coburn wa hole up in a shack and wa involv in a waco like standoff . hi indian woman wa kill in the hail of bullet fire . it 's not someth he 's proud of , she wa a collater casualti in a manhunt. < br / > < br / > lest we feel sorri for coburn he let us know full well what an evil man he truli is . heston is hi usual stalwart hero , but the act honor in the last hard men go to jame coburn . he blow everyon els off the screen when he 's on . < br / > < br / > coburn get the bright idea of make sure heston trail him by kidnap hershey and take her to an indian reserv where the white author ca n't touch him . he know that heston ha to make it person then. < br / > < br / > coburn 's gang includ , morgan paull , thalmu rasulala , john quad , larri wilcox , and jorg rivero . heston ha chri mitchum along who is hi son-in-law to be. < br / > < br / > the last hard men is one nasti and brutal western . andrew mclaglen direct it and i 'm think it may have been a project origin intend for sam peckinpaugh . it sure show a lot of hi influenc with the liber use of slow motion to accentu the violenc . of which there is a lot . < br / > < br / > for a littl peckinpaugh lite , the last hard men is your film .",-0.5756,negative
"Maybe it was the title, or the trailer (certainly not the interview on the DVD, which is with the director as he keeps saying ""hi, kids"" into the camera like a buffoon), but I had expectations for Entrails of a Virgin to be at least a bit of sleazy fun with some good sex scenes and brutal, bloody killings by a weird Japanese penetrator. Turns out it's way too sleazy for its own good, or bad, or whatever. There's a problem- and one can see this also in the Italian sexploitation flick Porno Holocaust, similar to this in many respects- in not having balance to the sex and violence. Too much sex and it will turn into a prototypical porno, and not even with much production quality in comparison with most professional porno movies! And with the killing scenes, there has to be at least a little tack, and maybe just a smidgen of ingenuity, in creating the creature/killer/whatever. Entrails of a Virgin has neither. It's safe to say it's a pretty soulless movie, even if isn't one of the very worst ever made- it's there just for horn-dog Japanese fetishists to get off on girls in trouble and men who have all their brains in their 'other' heads.<br /><br />In this case, we're given a photo team where the guys are taking some shots of some girls, nothing too salacious, and then by way of a dense fog they stay off at some house one night and are picked off one by one by ""A Murderer"" as he's credited. First off, the director Kazuo 'Gaira' Komizu decides he has to put in a quota of random sex scenes early on- we get spliced in (or phoned in, take your pick) clips of one of the photographers having sex with one or more of the girls elsewhere. It looks like it's from another movie. Then once settled into the house, there's a 'wrestling' scene that's poorly choreographed and shot (yeah, we really need to see him 'all' there), and then on to the rape and killings. First the rape, by the photographers, who promise the girls some jobs for their time. Then the Murderer, who like D'Amato's creature is simply covered in mud and given a stupid facial, and who for an unknown reason kills the men and/or rapes the women one by one.<br /><br />Now, the latter of those, taken by themselves, should be considered the highlights of the movie. This is like saying, however, that the croûtons are the best part of a wretchedly tasting salad. An eye-gouging scene, a spike thrown like an Olympic event (that scene, actually, is kind of cool), and finally the entrailing of the overly sex-crazed girl, whose inconsequential name I can't remember. Even *this* becomes disappointing just by not being correct to the title! On top of this, the sex scenes, which become tedious through 'Gaira' and his indulgence in long-takes-without-cutaways where everything by the Japanese censors is blurred anyway, are dubbed over by the actors (you'd think that they seem to be enjoying themselves enough, hence the need to let them 'speak' for themselves). But the overall feeling from Entrails of a Virgin is that of a lumpy one, where it's just there to be gawked at and without a shred of suspense or true horror (watch as the last girl left alive, the virgin of the picture, tries to stop the murderer from getting to her, which lasts five minutes as she keeps throwing sticks at him!) You just want it to be done with, for the 'I hate women' mantra to ease up or be rid altogether.",negative,"mayb it wa the titl , or the trailer ( certainli not the interview on the dvd , which is with the director as he keep say `` hi , kid '' into the camera like a buffoon ) , but i had expect for entrail of a virgin to be at least a bit of sleazi fun with some good sex scene and brutal , bloodi kill by a weird japanes penetr . turn out it 's way too sleazi for it own good , or bad , or whatev . there 's a problem- and one can see thi also in the italian sexploit flick porno holocaust , similar to thi in mani respects- in not have balanc to the sex and violenc . too much sex and it will turn into a prototyp porno , and not even with much product qualiti in comparison with most profession porno movi ! and with the kill scene , there ha to be at least a littl tack , and mayb just a smidgen of ingenu , in creat the creature/killer/whatev . entrail of a virgin ha neither . it 's safe to say it 's a pretti soulless movi , even if is n't one of the veri worst ever made- it 's there just for horn-dog japanes fetishist to get off on girl in troubl and men who have all their brain in their 'other ' heads. < br / > < br / > in thi case , we 're given a photo team where the guy are take some shot of some girl , noth too salaci , and then by way of a dens fog they stay off at some hous one night and are pick off one by one by `` a murder '' as he 's credit . first off , the director kazuo 'gaira ' komizu decid he ha to put in a quota of random sex scene earli on- we get splice in ( or phone in , take your pick ) clip of one of the photograph have sex with one or more of the girl elsewher . it look like it 's from anoth movi . then onc settl into the hous , there 's a 'wrestl ' scene that 's poorli choreograph and shot ( yeah , we realli need to see him 'all ' there ) , and then on to the rape and kill . first the rape , by the photograph , who promis the girl some job for their time . then the murder , who like d'amato 's creatur is simpli cover in mud and given a stupid facial , and who for an unknown reason kill the men and/or rape the women one by one. < br / > < br / > now , the latter of those , taken by themselv , should be consid the highlight of the movi . thi is like say , howev , that the croûton are the best part of a wretchedli tast salad . an eye-goug scene , a spike thrown like an olymp event ( that scene , actual , is kind of cool ) , and final the entrail of the overli sex-craz girl , whose inconsequenti name i ca n't rememb . even * thi * becom disappoint just by not be correct to the titl ! on top of thi , the sex scene , which becom tediou through 'gaira ' and hi indulg in long-takes-without-cutaway where everyth by the japanes censor is blur anyway , are dub over by the actor ( you 'd think that they seem to be enjoy themselv enough , henc the need to let them 'speak ' for themselv ) . but the overal feel from entrail of a virgin is that of a lumpi one , where it 's just there to be gawk at and without a shred of suspens or true horror ( watch as the last girl left aliv , the virgin of the pictur , tri to stop the murder from get to her , which last five minut as she keep throw stick at him ! ) you just want it to be done with , for the ' i hate women ' mantra to eas up or be rid altogeth .",-0.9966,negative
"The few scenes that actually attempt a depiction of revolutionary struggle resemble a hirsute Boy Scout troop meandering tentatively between swimming holes. When Sharif or, please God, Palance try their hand at fiery oratory, they sound like Kurtz swallowing a bug. The displays of strategic brilliance incorporate a map of Cuba replete with smiling fishies in the ocean, and a positively Vaudevillian hypothesis on how the Bay of Pigs came to pass. What does that leave us with? One comical dentistry scene; a surfeit of uppity Hollywood peasants who address the camera as though it were a moving train; and, just for kicks, a passel of homoeroticism that is not limited to Castro's manic and unremitting cigar-fellatio. Never trust a Medved, but even a busted clock is right twice a day: this is a HISTORICALLY awful movie.",negative,"the few scene that actual attempt a depict of revolutionari struggl resembl a hirsut boy scout troop meander tent between swim hole . when sharif or , pleas god , palanc tri their hand at fieri oratori , they sound like kurtz swallow a bug . the display of strateg brillianc incorpor a map of cuba replet with smile fishi in the ocean , and a posit vaudevillian hypothesi on how the bay of pig came to pass . what doe that leav us with ? one comic dentistri scene ; a surfeit of uppiti hollywood peasant who address the camera as though it were a move train ; and , just for kick , a passel of homoerotic that is not limit to castro 's manic and unremit cigar-fellatio . never trust a medv , but even a bust clock is right twice a day : thi is a histor aw movi .",0.5104,positive
"This film took me by surprise. I make it a habit of finding out as little as possible about films before attending because trailers and reviews provide spoiler after spoiler. All I knew upon entering the theater is that it was a documentary about a long married couple and that IMDb readers gave it a 7.8, Rotten Tomatoes users ranked it at 7.9 and the critics averaged an amazing 8.2! If anything, they UNDERRATED this little gem.<br /><br />Filmmaker Doug Block decided to record his parents ""for posterity"" and at the beginning of the film we are treated to the requisite interviews with his parents, outspoken mother Mina, and less than forthcoming dad, Mike. I immediately found this couple interesting and had no idea where the filmmaker (Mike & Mina's son Doug) was going to take us. As a matter of fact, I doubt that Doug himself knew where he was going with this!<br /><br />Life takes unexpected twists and turns and this beautifully expressive film follows the journey. It is difficult to verbalize just how moved I was with this story and the unique way in which it was told. Absolutely riveting from beginning to end and it really is a must-see even if you aren't a fan of the documentary genre. This film will make you think of your own life and might even evoke memories that you thought were long forgotten. ""51 Birch Street"" is one of those rare filmgoing experiences that makes a deep impression and never leaves you. The best news of all is that HBO had a hand in the production so instead of playing to a limited art house audience, eventually, millions of people will have a chance to view this incredible piece of work. BRAVO!!!!!!!!",positive,"thi film took me by surpris . i make it a habit of find out as littl as possibl about film befor attend becaus trailer and review provid spoiler after spoiler . all i knew upon enter the theater is that it wa a documentari about a long marri coupl and that imdb reader gave it a 7.8 , rotten tomato user rank it at 7.9 and the critic averag an amaz 8.2 ! if anyth , they underr thi littl gem. < br / > < br / > filmmak doug block decid to record hi parent `` for poster '' and at the begin of the film we are treat to the requisit interview with hi parent , outspoken mother mina , and less than forthcom dad , mike . i immedi found thi coupl interest and had no idea where the filmmak ( mike & mina 's son doug ) wa go to take us . as a matter of fact , i doubt that doug himself knew where he wa go with thi ! < br / > < br / > life take unexpect twist and turn and thi beauti express film follow the journey . it is difficult to verbal just how move i wa with thi stori and the uniqu way in which it wa told . absolut rivet from begin to end and it realli is a must-se even if you are n't a fan of the documentari genr . thi film will make you think of your own life and might even evok memori that you thought were long forgotten . `` 51 birch street '' is one of those rare filmgo experi that make a deep impress and never leav you . the best news of all is that hbo had a hand in the product so instead of play to a limit art hous audienc , eventu , million of peopl will have a chanc to view thi incred piec of work . bravo ! ! ! ! ! ! ! !",0.5529,positive
"Stephen Hawkings is a genius. He is the king of geniuses. Watching this movie makes me feel dumb. But it's a great movie. Not highly entertaining, but very very intriguing. The movie centers around wheelchair bound Stephen Hawkings, a man who makes Einstein look average, and his theories and scientific discoveries about the universe, time, the galaxy, and black holes. Everyone at sometime or another during a really intense high comes to a moment when they think they'v got the universe and the cosmos figured out and they swear as soon as they sober up they'll write it all down. Well here is a man who actually held that feeling for more then six hours. Here is a man who despite suffering from Lou Gehrig's disease has become the greatest mind the world has yet seen. Watch this and listen in on how he has formulated theories on black holes. Awesome. You won't be the same after you see it.",positive,"stephen hawk is a geniu . he is the king of genius . watch thi movi make me feel dumb . but it 's a great movi . not highli entertain , but veri veri intrigu . the movi center around wheelchair bound stephen hawk , a man who make einstein look averag , and hi theori and scientif discoveri about the univers , time , the galaxi , and black hole . everyon at sometim or anoth dure a realli intens high come to a moment when they think they ' v got the univers and the cosmo figur out and they swear as soon as they sober up they 'll write it all down . well here is a man who actual held that feel for more then six hour . here is a man who despit suffer from lou gehrig 's diseas ha becom the greatest mind the world ha yet seen . watch thi and listen in on how he ha formul theori on black hole . awesom . you wo n't be the same after you see it .",0.9409,positive
"The story is about a psychic woman, Tory, who returns to her hometown and begins reliving her traumatic childhood past (the death of her childhood friend and abusive father). Tory discovers that her friend was just the first in a string of murders that are still occurring. Can her psychic powers help solve the crimes and stop the continuing murders? <br /><br />You really don't need to find out because, Oh My God! This was so so so so bad! I know all the Nora Roberts fans will flock to this movie and give it tons of 10's. Then the rest of us will see an IMDb score of 6 and actually think this movie is worth watching. But do not be fooled. The ending was predictable, the acting TERRIBLE (don't even get me started about the southern accents *y'all*) and the story was trite. Just remember....you were warned!",negative,"the stori is about a psychic woman , tori , who return to her hometown and begin reliv her traumat childhood past ( the death of her childhood friend and abus father ) . tori discov that her friend wa just the first in a string of murder that are still occur . can her psychic power help solv the crime and stop the continu murder ? < br / > < br / > you realli do n't need to find out becaus , oh my god ! thi wa so so so so bad ! i know all the nora robert fan will flock to thi movi and give it ton of 10 's . then the rest of us will see an imdb score of 6 and actual think thi movi is worth watch . but do not be fool . the end wa predict , the act terribl ( do n't even get me start about the southern accent * y'all * ) and the stori wa trite . just rememb .... you were warn !",-0.7877,negative
"Oh God, I must have seen this when I was only 11 or twelve, (don't ask how) I may have been young, but I wasn't stupid. Anyone could see that this is a bad movie, nasty, gross, unscary and very silly. I've seen more impressive effects at Disneyland, I've seen better performances at a school play, And I've seen more convincing crocodiles at the zoo, where they do nothing but sit in the water, ignoring the children tapping on the glass.<br /><br />The story is set in northern Australia. A handful of ambitious young people, are trying out a new water sport, surfing in shark filled waters. It soon becomes evident that something more dangerous is in the water. After they learn what, they get the help of a grizzly middle aged fisherman, who wants to kill the animal to avenge the eating of his family.<br /><br />I think I have seen every crocodile film made in the last fifteen years, the best of which is Lake Placid, and the worse of which is its sequel. Blood Surf would have to be the second worst croc flick I think, with Primeval and Crocodile tailing closely behind.<br /><br />The Australian Saltwater Crododile is one of the most dangerous creatures out there, resulting in more than a hundred injuries or deaths every year. Movies like Blood Surf however ruin not only the ferocious image of such a creature, but a good hour and a half of the viewer's life. Unless you really want to see it, avoid Blood Surf.",negative,"oh god , i must have seen thi when i wa onli 11 or twelv , ( do n't ask how ) i may have been young , but i wa n't stupid . anyon could see that thi is a bad movi , nasti , gross , unscari and veri silli . i 've seen more impress effect at disneyland , i 've seen better perform at a school play , and i 've seen more convinc crocodil at the zoo , where they do noth but sit in the water , ignor the children tap on the glass. < br / > < br / > the stori is set in northern australia . a hand of ambiti young peopl , are tri out a new water sport , surf in shark fill water . it soon becom evid that someth more danger is in the water . after they learn what , they get the help of a grizzli middl age fisherman , who want to kill the anim to aveng the eat of hi family. < br / > < br / > i think i have seen everi crocodil film made in the last fifteen year , the best of which is lake placid , and the wors of which is it sequel . blood surf would have to be the second worst croc flick i think , with primev and crocodil tail close behind. < br / > < br / > the australian saltwat crododil is one of the most danger creatur out there , result in more than a hundr injuri or death everi year . movi like blood surf howev ruin not onli the feroci imag of such a creatur , but a good hour and a half of the viewer 's life . unless you realli want to see it , avoid blood surf .",-0.8866,negative
"""Fate"" leads Walter Sparrow to come in possession of a mysterious novel that has eerie similarities and connections to his life, all based around the number 23. As the story unfolds in real life and fiction, Sparrow must figure out his connection to the book and how the story will eventually end.<br /><br />The Number 23 offers an intriguing premise that is undone by a weak execution. The film just failed on many different levels which is pretty disappointing because it held so much potential. The screenplay was probably the worst part about it. It was filled with silly sequences and laughable dialog that just killed the mood of the movie. It seemed like the screenwriter had a good idea, he just didn't know how to develop it to stretch over a ninety minute running time. The second half of the film was running low on ideas, the twist was pretty obvious and the ending was awful.<br /><br />Joel Schumacher is responsible for one of the worst movies ever and he did redeem himself a little with Phone Booth and a few other films but The Number 23 reminds me that he's still capable of making a stinker. He has the movie drenched in style but he just can't get a good focus. He moves the film at a clunky and slow pace. He switches from reality to what's actually happening in the book which quickly got annoying. The actual book in the film that's titled ""The Number 23"" is an awful detective story and the audience gets stuck listening to Carrey narrate it which just bored me to tears. When Carrey is finally done with book, we get stuck watching him run around trying to solve the mystery. At this point, the audience has lost interest and there is no real tension. We impatiently wait for the movie to reach it's horrible ending and unconvincing explanation before celebrating that film has finally finished.<br /><br />The acting was mostly average and pretty forgettable. Jim Carrey was clearly just sleepwalking through his performance and he didn't even seem to be trying. He was either completely over the top in some scenes or just very wooden. His narration was a complete bore to listen to and he put no life inside his character. Virginia Madsen did the best she could with a limited role but she needs to pick better scripts. Logan Lerman was pretty bland as was Danny Huston. Overall, The Number 23 was an awful thriller that offered more laughs than suspense or thrills. Rating 3/10",negative,"`` fate '' lead walter sparrow to come in possess of a mysteri novel that ha eeri similar and connect to hi life , all base around the number 23 . as the stori unfold in real life and fiction , sparrow must figur out hi connect to the book and how the stori will eventu end. < br / > < br / > the number 23 offer an intrigu premis that is undon by a weak execut . the film just fail on mani differ level which is pretti disappoint becaus it held so much potenti . the screenplay wa probabl the worst part about it . it wa fill with silli sequenc and laughabl dialog that just kill the mood of the movi . it seem like the screenwrit had a good idea , he just did n't know how to develop it to stretch over a nineti minut run time . the second half of the film wa run low on idea , the twist wa pretti obviou and the end wa awful. < br / > < br / > joel schumach is respons for one of the worst movi ever and he did redeem himself a littl with phone booth and a few other film but the number 23 remind me that he 's still capabl of make a stinker . he ha the movi drench in style but he just ca n't get a good focu . he move the film at a clunki and slow pace . he switch from realiti to what 's actual happen in the book which quickli got annoy . the actual book in the film that 's titl `` the number 23 '' is an aw detect stori and the audienc get stuck listen to carrey narrat it which just bore me to tear . when carrey is final done with book , we get stuck watch him run around tri to solv the mysteri . at thi point , the audienc ha lost interest and there is no real tension . we impati wait for the movi to reach it 's horribl end and unconvinc explan befor celebr that film ha final finished. < br / > < br / > the act wa mostli averag and pretti forgett . jim carrey wa clearli just sleepwalk through hi perform and he did n't even seem to be tri . he wa either complet over the top in some scene or just veri wooden . hi narrat wa a complet bore to listen to and he put no life insid hi charact . virginia madsen did the best she could with a limit role but she need to pick better script . logan lerman wa pretti bland as wa danni huston . overal , the number 23 wa an aw thriller that offer more laugh than suspens or thrill . rate 3/10",0.7839,positive
"We brought this film as a joke for a friend, and could of been our worst joke to play. The film is barely watchable, and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.<br /><br />Just terrible",negative,"we brought thi film as a joke for a friend , and could of been our worst joke to play . the film is bare watchabl , and the act is dire . the worst child actor ever use and hasslehoff give a substandard perform . the plot is disgrac and at point we wa so bore we wa wonder what the hell wa go on . it tri to be gruesom in place but is just laughable. < br / > < br / > just terribl",-0.6606,negative
This was probably the worst movie i have ever seen in my life!! It was stupid there was no plot and the special affects were ridiculous!! And i have never seen such bad acting in my life! The only good part about the movie were all the hot guys(especially Drew Fuller). I don't know what these people were thinking when they made this movie!! I didn't even want to finish the whole thing because you get to this point in the movie where the guys are all in bed touching themselves. I mean it was like some kind of sick and twisted kiddy porn! I would advise anyone who has heard of this movie and was interested in seeing it to just forget about it and find another movie to watch! I was very disappointed!! The whole movie was a complete waste of time in my opinion.,negative,thi wa probabl the worst movi i have ever seen in my life ! ! it wa stupid there wa no plot and the special affect were ridicul ! ! and i have never seen such bad act in my life ! the onli good part about the movi were all the hot guy ( especi drew fuller ) . i do n't know what these peopl were think when they made thi movi ! ! i did n't even want to finish the whole thing becaus you get to thi point in the movi where the guy are all in bed touch themselv . i mean it wa like some kind of sick and twist kiddi porn ! i would advis anyon who ha heard of thi movi and wa interest in see it to just forget about it and find anoth movi to watch ! i wa veri disappoint ! ! the whole movi wa a complet wast of time in my opinion .,-0.6037,negative
"This is a typical Steele novel production in that two people who have undergone some sort of tragedy manage to get together despite the odds. I wouldn't call this a spoiler because anyone who has read a Steele novel knows how they ALL end. If you don't want to know much about the plot, don't keep reading.<br /><br />Gilbert's character, Ophelia, is a woman of French decent who has lost her husband and son in an accident. Gilbert needs to stop doing films where she is required to have an accent because she, otherwise a good actress, cannot realistically pull off any kind of accent. Brad Johnson, also an excellent actor, is Matt, who is recovering from a rather nasty divorce. He is gentle, convincing and compelling in this role.<br /><br />The two meet on the beach through her daughter, Pip, and initially, Ophelia accuses Matt of being a child molester just because he talked art with the kid. All of them become friends after this episode and then the couple falls in love.<br /><br />The chemistry between the two leads is not great, even though the talent of these two people is not, in my opinion, a question. They did the best they could with a predictable plot and a script that borders on stereotypical. Two people meet, tragedy, bigger tragedy, a secret is revealed, another tragedy, and then they get together. I wish there was more to it than that, but there it is in a nutshell.<br /><br />I wanted mindless entertainment, and I got it with this. In regard to the genre of romantic films, this one fails to be memorable. ""A Secret Affair"" with Janine Turner is far superior (not a Steele book), as are some of Steele's earlier books turned into film.",negative,"thi is a typic steel novel product in that two peopl who have undergon some sort of tragedi manag to get togeth despit the odd . i would n't call thi a spoiler becaus anyon who ha read a steel novel know how they all end . if you do n't want to know much about the plot , do n't keep reading. < br / > < br / > gilbert 's charact , ophelia , is a woman of french decent who ha lost her husband and son in an accid . gilbert need to stop do film where she is requir to have an accent becaus she , otherwis a good actress , can not realist pull off ani kind of accent . brad johnson , also an excel actor , is matt , who is recov from a rather nasti divorc . he is gentl , convinc and compel in thi role. < br / > < br / > the two meet on the beach through her daughter , pip , and initi , ophelia accus matt of be a child molest just becaus he talk art with the kid . all of them becom friend after thi episod and then the coupl fall in love. < br / > < br / > the chemistri between the two lead is not great , even though the talent of these two peopl is not , in my opinion , a question . they did the best they could with a predict plot and a script that border on stereotyp . two peopl meet , tragedi , bigger tragedi , a secret is reveal , anoth tragedi , and then they get togeth . i wish there wa more to it than that , but there it is in a nutshell. < br / > < br / > i want mindless entertain , and i got it with thi . in regard to the genr of romant film , thi one fail to be memor . `` a secret affair '' with janin turner is far superior ( not a steel book ) , as are some of steel 's earlier book turn into film .",0.8052,positive
Oh noes one of these attack of the Japanese ghost girl movies... i don't even remember how many i've seen. maybe it sells... but not to me. not scary at all. the japanese horror movies are have been very similar since the first one of these... also the pulling of the kid. i have seen that pulled under scene so many times in so many horror movies. cellphone scene is also nothing new... the dramaticness of the guy getting hit by a train kinda sucked... i mean it lacked all dramaticness... OK this is for kids 14-16 who listen to japanese rock and think they are so unique... we'll let me tell you. there's a million of you =D this is one of them. 3/10 i've seen worse but you won't be missing anything by NOT seeing this!,negative,oh noe one of these attack of the japanes ghost girl movi ... i do n't even rememb how mani i 've seen . mayb it sell ... but not to me . not scari at all . the japanes horror movi are have been veri similar sinc the first one of these ... also the pull of the kid . i have seen that pull under scene so mani time in so mani horror movi . cellphon scene is also noth new ... the dramat of the guy get hit by a train kinda suck ... i mean it lack all dramat ... ok thi is for kid 14-16 who listen to japanes rock and think they are so uniqu ... we 'll let me tell you . there 's a million of you =d thi is one of them . 3/10 i 've seen wors but you wo n't be miss anyth by not see thi !,-0.9107,negative
"Nicholas Walker is Paul, the local town Reverand who's married to Martha (Ally Sheedy), but also is a habitual womanizer and decides to fake his own death to run away with his current affair, Veronica (Dara Tomanovich). However in so doing, he gets a bout of amnesia (hence the name of the film). Sally Kirkland is also on hand as a crazy old coot who pines for the good Reverand in a shades of ""Misery"" type of way. It's sad to see a pretty good cast wasted like this. Not the least bit John Savage in a horridly forgettable role as a shoddy private investigator. In a film billed as a 'black comedy', one has to bring BOTH elements into said movie. While this does bring the former in spades, it sadly contains none of the latter. Furthermore you can't emphasize with any of the characters and as thus, have absolutely no vested interest in them. Technically not an all-together bad movie just an extremely forgettable one.<br /><br />Eye Candy: Dara Tomanovich gets topless; Sally Kirkland also shows some skin <br /><br />My Grade: C- <br /><br />Where I saw it: Showtime Showcase",negative,"nichola walker is paul , the local town reverand who 's marri to martha ( alli sheedi ) , but also is a habitu woman and decid to fake hi own death to run away with hi current affair , veronica ( dara tomanovich ) . howev in so do , he get a bout of amnesia ( henc the name of the film ) . salli kirkland is also on hand as a crazi old coot who pine for the good reverand in a shade of `` miseri '' type of way . it 's sad to see a pretti good cast wast like thi . not the least bit john savag in a horridli forgett role as a shoddi privat investig . in a film bill as a 'black comedi ' , one ha to bring both element into said movi . while thi doe bring the former in spade , it sadli contain none of the latter . furthermor you ca n't emphas with ani of the charact and as thu , have absolut no vest interest in them . technic not an all-togeth bad movi just an extrem forgett one. < br / > < br / > eye candi : dara tomanovich get topless ; salli kirkland also show some skin < br / > < br / > my grade : c- < br / > < br / > where i saw it : showtim showcas",0.8649,positive
